Spotify ID,Artist IDs,Track Name,Artist Name(s),Album Name,Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,YOGAFUNC release#,YOGAFUNC Excercise,This YOGAFUNC release was launched,Choreography script,Video
1lyNFzcCl9kXCof6GV32fV,6eUKZXaKkcviH0Ku9w2n3V,How Would You Feel (Paean),Ed Sheeran,How Would You Feel (Paean),2017-02-16,280533,53,spotify:user:jockesalokorpi,2016-02-28T10:47:16Z,"pop,uk pop",0.617,0.439,9,-5.63,1,0.0269,0.424,0,0.127,0.242,139.979,4,25,11 Hip opening,,updating soon,updating soon
1Rzv9hwuNO1H7N947tD1e8,4TCXgdDPm10ensLNCVnIYa,Ordinary World,Joy Williams,Ordinary World,2017-01-20,314343,53,spotify:user:jockesalokorpi,2018-02-26T17:13:40Z,"acoustic pop,christian indie,nashville americana,nashville singer-songwriter,new americana",0.52,0.172,4,-11.422,0,0.0343,0.972,6.24E-06,0.109,0.0746,67.007,4,26,11 Hip opening,,updating soon,updating soon
6NvTJWYPQ5RnLgmOK4spzq,"0CIwCGmQMqHqiblnZlFia1,21J3YJTyq1biE3SvSNjzuf",Break Us Apart,"Stephen Marley,Capleton",Revelation Part 1: The Root Of Life,2011-01-01,225333,0,spotify:user:jockesalokorpi,2021-03-22T11:00:43Z,"reggae,roots reggae,dancehall,lovers rock",0.66,0.603,9,-5.816,0,0.438,0.0371,0,0.174,0.687,122.161,4,27,11 Hip opening,,updating soon,updating soon
6cSsWi1c3ewIEmbqdUWsUM,3NPpFNZtSTHheNBaWC82rB,Unsteady,X Ambassadors,VHS,2015-06-30,193546,0,spotify:user:jockesalokorpi,2022-09-18T06:07:01Z,"modern alternative rock,modern rock,stomp pop",0.376,0.662,0,-6.124,1,0.057,0.175,0.000691,0.203,0.236,107.209,5,28,11 Hip opening,,updating soon,updating soon
7gylcphtdrzatnx7hd3gko,00FQb4jTyendYWaN8pK0wa,Old Money,Lana Del Rey,Ultraviolence,2014-01-01,271480,0,spotify:user:jockesalokorpi,2018-08-15T09:11:44Z,"art pop,pop",0.321,0.17,10,-12.501,0,0.0333,0.89,1.21E-05,0.134,0.181,127.629,4,29,11 Hip opening,,updating soon,updating soon
13b87C9TNBFKJAi9YB4Rr8,7MSUfLeTdDEoZiJPDSBXgi,By This River - 2004 Digital Remaster,Brian Eno,Before And After Science,1977-11-01,183493,53,spotify:user:jockesalokorpi,2014-12-13T10:23:44Z,"abstract,ambient,art pop,art rock,compositional ambient,experimental,experimental ambient,fourth world,glam rock,minimalism,singer-songwriter",0.466,0.0155,7,-25.169,0,0.034,0.956,0.0461,0.126,0.0938,134.678,3,30,11 Hip opening,,updating soon,updating soon
6sblHjI49cEQkv8Ohq8PRI,0Tazr7cok0ZIzVWH27sqeY,I’ll Stand By You - Acoustic,Beth,I’ll Stand By You (Acoustic),2018-05-07,182387,0,spotify:user:jockesalokorpi,2014-05-20T10:16:13Z,viral pop,0.522,0.189,0,-11.182,1,0.0537,0.973,0,0.121,0.599,132.949,3,31,11 Hip opening,,updating soon,updating soon
6QfS2wq5sSC1xAJCQsTSlj,"1HY2Jd0NmPuamShAr6KMms,4VIvfOurcf0vuLRxLkGnIG",Shallow - Radio Edit,"Lady Gaga,Bradley Cooper",A Star Is Born Soundtrack (Without Dialogue),2018-10-05,217212,73,spotify:user:jockesalokorpi,2018-08-14T17:24:03Z,"art pop,dance pop,pop,hollywood",0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,4,32,11 Hip opening,,updating soon,updating soon
3ZR0us36Z8kgBXFMYkhugR,"19eLuQmk9aCobbVDHc6eek,5V0MlUE1Bft0mbLlND7FJz",Summertime,"Louis Armstrong,Ella Fitzgerald",Let's Do It,1995-01-01,299066,0,spotify:user:jockesalokorpi,2018-12-06T17:35:33Z,"adult standards,dixieland,harlem renaissance,jazz trumpet,new orleans jazz,soul,swing,vocal jazz,jazz,jazz blues",0.2,0.11,6,-16.646,0,0.0357,0.906,0.000153,0.0959,0.162,171.751,4,33,11 Hip opening,,updating soon,updating soon
24aGpMYz3462Y5pEWnsOWn,4t4unGD2iYlkONGDmBbkcE,Irresistible,Mari Boine,In The Hand Of The Night,2006-01-01,261133,0,spotify:user:jockesalokorpi,2019-03-03T09:40:24Z,"nordic folk,sami,yoik",0.298,0.0737,2,-19.437,0,0.0438,0.964,0.118,0.0939,0.0693,142.156,4,34,11 Hip opening,,updating soon,updating soon
6UFhNbE4sLRUoM52kC4Xl4,49qiE8dj4JuNdpYGRPdKbF,Wicked Game - Acoustic; Live,Stone Sour,Come What(ever) May [Special Edition],2006-07-24,267253,48,spotify:user:jockesalokorpi,2021-03-23T11:03:08Z,"alternative metal,nu metal,post-grunge,rock",0.561,0.337,8,-9.272,1,0.0284,0.644,8.79E-05,0.67,0.273,109.373,4,35,11 Hip opening,,updating soon,updating soon
21dOjdraFZffs2lnQObaiZ,2QsynagSdAqZj3U9HgDzjD,Redemption Song,Bob Marley & The Wailers,Uprising,1980,233560,0,spotify:user:jockesalokorpi,2014-09-17T14:21:22Z,"reggae,roots reggae",0.671,0.256,7,-10.743,1,0.0387,0.608,0,0.0737,0.694,115.871,3,36,11 Hip opening,,updating soon,updating soon
7379a5lsE9tnlU754mpIlk,2TL8gYTNgD6nXkyuUdDrMg,Mad World,Jasmine Thompson,Another Bundle of Tantrums,2014-04-20,186680,0,spotify:user:jockesalokorpi,2017-09-04T07:54:27Z,viral pop,0.358,0.235,7,-9.099,1,0.0334,0.965,0,0.122,0.21,171.492,4,37,11 Hip opening,,updating soon,updating soon
4WmVPWe7emICePIwixeowe,"3Qq7KInk9dmtAMzajwdPDG,4PQOjPIb4of8eUH4Y3vXpp",Hate Being Away from You,"Candelion,Greylyn",Hate Being Away From U,2020-05-22,180271,44,spotify:user:jockesalokorpi,2014-12-15T12:55:00Z,,0.56,0.269,11,-9.716,1,0.045,0.875,0,0.244,0.447,127.675,3,38,11 Hip opening,,updating soon,updating soon
5mxxjt5YrryZJaF1wc4kfN,2WXtpJqNdFnudpJfx7NblW,Savannah Nights,Zauana,Hidden and Ready,2012-11-16,162400,2,spotify:user:jockesalokorpi,2022-12-28T18:43:21Z,,0.2,0.0789,4,-19.414,1,0.0395,0.988,0.948,0.104,0.0251,67.567,5,38,11 Hip opening,,updating soon,updating soon
0ypSGsOlDjFeLEL774jcWZ,2P6DMnuFgtU6UWuxTcF5nU,The Sameness of Phosphorus and Hesperus,Ave Air,The Sameness of Phosphorus and Hesperus,2019-09-06,238620,8,spotify:user:jockesalokorpi,2014-03-06T16:37:32Z,"background music,focus",0.43,0.297,8,-17.293,0,0.0298,0.891,0.846,0.116,0.13,86.935,0,39,11 Hip opening,,updating soon,updating soon
0E4Y1XIbs8GrAT1YqVy6dq,6eUKZXaKkcviH0Ku9w2n3V,Afterglow,Ed Sheeran,Afterglow,2020-12-21,185486,74,spotify:user:jockesalokorpi,2015-12-09T14:40:21Z,"pop,uk pop",0.641,0.324,11,-5.851,1,0.0299,0.698,0,0.328,0.273,110.184,4,40,11 Hip opening,,updating soon,updating soon
2sYLRb5r8Mb2wBPLPWQcyV,"1yLIaxyVkZnLMXhfRSYEjV,7j1lSJOJQBRw80bRit36Fs",Monsoons,"Johannes Bornlöf,Le June",Monsoons,2020-06-19,204307,41,spotify:user:jockesalokorpi,2017-11-08T14:36:23Z,focus,0.503,0.232,4,-9.126,0,0.0271,0.885,0.00191,0.109,0.112,99.748,4,40,11 Hip opening,,updating soon,updating soon
4XXajszp6jnaeXqmhh6qjb,1bYTiIHnxEdBncCHYCfE4j,Love You Twice,Lilla Vargen,Love You Twice,2020-04-24,204736,0,spotify:user:jockesalokorpi,2018-08-16T08:24:38Z,irish singer-songwriter,0.497,0.118,7,-11.996,1,0.0318,0.864,4.13E-05,0.116,0.164,95.113,4,41,11 Hip opening,,updating soon,updating soon
61dy7CKQQth4ePhENEDmXL,"1X93CiijNCFQa4o17hLwI3,0cz823HlK1N6jNAIztyYHs",Artificial Algorithm - Snorri Hallgrímsson Rework,"Slow Meadow,Snorri Hallgrímsson",Artificial Algorithm (Snorri Hallgrímsson Rework),2021-09-03,310174,18,spotify:user:jockesalokorpi,2020-12-27T18:17:06Z,"compositional ambient,pastoral,icelandic classical,neo-classical",0.584,0.181,4,-17.016,0,0.0326,0.945,0.765,0.0647,0.0398,119.985,4,42,11 Hip opening,,updating soon,updating soon
0CXkh0LcGPSLFAHwmBkrrF,6CkMMcG6qTvQ8eI9yVjXbF,Saltwater,Blood Red Sun,Fish On Land,2021-05-14,286990,9,spotify:user:jockesalokorpi,2014-09-04T13:11:26Z,,0.652,0.358,10,-9.949,1,0.0269,0.296,0.00529,0.102,0.498,130.029,3,43,11 Hip opening,,updating soon,updating soon
1wmivQKZg5P2GT7ZiKbCmG,0gadJ2b9A4SKsB1RFkBb66,Sandstorm,Passenger,Songs for the Drunk and Broken Hearted (Deluxe),2021-01-08,301266,38,spotify:user:jockesalokorpi,2020-06-24T12:21:33Z,"folk-pop,neo mellow",0.441,0.275,0,-15.626,0,0.0333,0.506,0.0787,0.081,0.186,114.971,4,44,11 Hip opening,,updating soon,updating soon
2iLwlq72aijGUvczz0BByi,6ydoSd3N2mwgwBHtF6K7eX,Biblical,Calum Scott,Bridges,2022-06-17,229673,56,spotify:user:jockesalokorpi,2014-12-13T10:48:51Z,pop,0.565,0.272,4,-4.747,1,0.032,0.802,0,0.111,0.331,135.812,3,45,11 Hip opening,,updating soon,updating soon
5VU9ASyVEYzTCPq4SMaNQZ,"4t4unGD2iYlkONGDmBbkcE,5ixnSpDiBYsXOtN1LUS7Fk",Mihá,"Mari Boine,Elin Kåven",Mihá,2021-11-25,223673,23,spotify:user:jockesalokorpi,2019-03-03T11:39:05Z,"nordic folk,sami,yoik",0.359,0.284,9,-15.307,0,0.152,0.891,0.574,0.0665,0.04,177.928,4,46,11 Hip opening,,updating soon,updating soon
0E8afAKop5kTWKQ6BL9fub,"4aT85lix0NSNB6w9Ozzksq,44M8i4BCwuBbmcQWwMaOfH",Wide Awake & Dreaming - Stripped Duet,"OSKA,Stu Larsen",Honeymoon Phase / Wide Awake & Dreaming,2020-11-20,195120,51,spotify:user:jockesalokorpi,2020-03-18T13:58:34Z,"austrian indie,indie anthem-folk,indie folk,stomp and flutter",0.377,0.178,5,-18.808,0,0.0315,0.921,0.0313,0.115,0.109,98.279,4,47,11 Hip opening,,updating soon,updating soon
5EJhbOfF95uWvNyx3xy9Pf,6ogn9necmbUdCppmNnGOdi,Not as We - Radio Edit,Alanis Morissette,Not as We Remix EP (DMD Maxi),2008-12-02,261266,23,spotify:user:jockesalokorpi,2013-10-13T07:06:07Z,"canadian pop,canadian singer-songwriter,lilith,neo mellow,pop rock,singer-songwriter",0.338,0.409,2,-7.904,1,0.0316,0.691,0,0.086,0.139,106.937,0,24,10 Rotations,,updating soon,updating soon
3eBdrVTLSofNEtciN1Yhvz,7sfgqEdoeBTjd8lQsPT3Cy,Breathing Underwater,Emeli Sandé,Long Live The Angels,2016-11-11,262880,0,spotify:user:jockesalokorpi,2016-06-07T11:41:27Z,"r&b,talent show",0.361,0.564,3,-8.592,1,0.0512,0.0787,5.19E-05,0.449,0.231,76.419,4,25,10 Rotations,,updating soon,updating soon
79NlESqzFSW0hdBWgls4FX,6LqNN22kT3074XbTVUrhzX,Praying,Kesha,Praying,2017-07-06,230269,0,spotify:user:jockesalokorpi,2018-06-10T10:32:10Z,"dance pop,pop",0.565,0.381,10,-7.204,1,0.0302,0.48,0,0.109,0.325,73.483,4,26,10 Rotations,,updating soon,updating soon
3nA9tHmsw5UGMtSIMz4mt7,1KCSPY1glIKqW2TotWuXOR,Wild Hearts Can't Be Broken,P!nk,Beautiful Trauma,2017-10-13,201053,52,spotify:user:jockesalokorpi,2020-03-20T16:09:51Z,"dance pop,pop",0.377,0.371,0,-6.3,1,0.0295,0.932,0,0.118,0.189,130.57,4,27,10 Rotations,,updating soon,updating soon
2VjtYe7gpfUi2OkGxR2O2z,06HL4z0CvFAxyc27GXpf02,Look What You Made Me Do,Taylor Swift,Look What You Made Me Do,2017-08-24,211859,0,spotify:user:jockesalokorpi,2021-06-17T13:59:19Z,pop,0.767,0.671,9,-6.416,0,0.142,0.21,1.12E-05,0.129,0.474,128.072,4,28,10 Rotations,,updating soon,updating soon
0bN2aTifdzX5prSSNtqgCp,"5CNgBVZXUEEGqyzgjUAgDj,6OQyzD3LR9BaWuwGUY7cXE",Laulu Sisällissodasta (feat. Ylioppilaskunnan Laulajat),"Paleface,YL Male Voice Choir",Laulu Sisällissodasta (feat. Ylioppilaskunnan Laulajat),2018-05-02,209323,26,spotify:user:jockesalokorpi,2020-06-15T14:03:30Z,"finnish hip hop,suomi rock,finnish choir,university choir",0.632,0.675,2,-7.148,0,0.245,0.125,0,0.198,0.3,139.777,4,29,10 Rotations,,updating soon,updating soon
1XO1QUeaqLjEtoA2zcHz9m,5tIkXJTex4JY7cv9mmgAZx,Bad Dream,Ruelle,Madness,2016-12-09,248040,0,spotify:user:jockesalokorpi,2020-06-27T07:13:49Z,"bossbeat,metropopolis",0.624,0.614,8,-6.464,0,0.0339,0.105,0.158,0.109,0.241,119.97,4,30,10 Rotations,,updating soon,updating soon
2fsUhygA1dAqSRH6HwUo4h,"2NvmDZar6FF2CICK1yBS4I,1cZQSpDsxgKIX2yW5OR9Ot",Saved,"Nashville Cast,Lennon Stella",The Music Of Nashville Original Soundtrack Season 5 Volume 2,2017-06-01,196960,36,spotify:user:jockesalokorpi,2019-09-13T07:25:13Z,"alt z,canadian pop,uk pop",0.619,0.488,9,-10.345,0,0.0404,0.182,1.47E-05,0.118,0.224,146.021,4,31,10 Rotations,,updating soon,updating soon
3i5qVV8azKqGFK4Gzdt5YS,6fOMl44jA4Sp5b9PpYCkzz,If You Want Love,NF,Perception,2017-10-06,199386,76,spotify:user:jockesalokorpi,2019-12-06T13:40:28Z,"hip hop,pop rap",0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409,4,32,10 Rotations,,updating soon,updating soon
0UlguQTHxZSh4NKDMpQATl,3w6zswp5THsSKYLICUbDTZ,My Mistake,Gabrielle Aplin,My Mistake,2018-11-28,264656,0,spotify:user:jockesalokorpi,2016-11-26T13:16:32Z,"acoustic pop,neo-singer-songwriter,uk pop,viral pop",0.476,0.255,6,-8.522,1,0.0338,0.792,0,0.114,0.12,145.67,4,33,10 Rotations,,updating soon,updating soon
0VsGaRXR5WAzpu51unJTis,"6eUKZXaKkcviH0Ku9w2n3V,1ooV8YZC1KbpEcrmI8WH0F",Best Part of Me (feat. YEBBA),"Ed Sheeran,Yebba",No.6 Collaborations Project,2019-07-12,243266,65,spotify:user:jockesalokorpi,2016-03-03T15:31:13Z,"pop,uk pop,pop soul",0.565,0.243,2,-8.367,1,0.0317,0.758,8.82E-06,0.285,0.239,81.655,4,34,10 Rotations,,updating soon,updating soon
0QrUw86ZKRgNGGgrvC5yC5,5KNNVgR6LBIABRIomyCwKJ,Lost,Dermot Kennedy,Without Fear,2019-10-04,224305,55,spotify:user:jockesalokorpi,2015-09-09T06:21:33Z,"folk-pop,irish pop,uk pop",0.575,0.711,7,-6.047,0,0.0886,0.327,0,0.112,0.532,139.44,3,35,10 Rotations,,updating soon,updating soon
7mMlbJlXXo2mRtQ4R9sIzD,6Xb4ezwoAQC4516kI89nWz,Hide and Seek,Imogen Heap,Speak for Yourself,2005-07-18,268979,62,spotify:user:jockesalokorpi,2017-08-16T23:45:25Z,"etherpop,metropopolis",0.451,0.166,9,-11.125,1,0.0696,0.909,0,0.19,0.0901,121.123,4,36,10 Rotations,,updating soon,updating soon
1XtCRTHD8LzpI47zhWzWJq,78CiW0UJbHspFaVuVexOK6,Lights Off,Charlie Cunningham,Lines,2017-01-27,232400,42,spotify:user:jockesalokorpi,2015-02-17T06:37:40Z,"british singer-songwriter,indie anthem-folk,indie folk",0.611,0.33,7,-11.475,1,0.0504,0.862,0,0.18,0.418,150.075,3,37,10 Rotations,,updating soon,updating soon
0q4M2RzupQ3wszvQ6RhLZ5,2P6DMnuFgtU6UWuxTcF5nU,The Music Box,Ave Air,The Sameness of Phosphorus and Hesperus,2019-09-06,197678,41,spotify:user:jockesalokorpi,2014-03-06T16:37:44Z,"background music,focus",0.558,0.185,8,-18.487,0,0.0315,0.972,0.906,0.382,0.123,111.985,0,38,10 Rotations,,updating soon,updating soon
6fZCYsZHw3kAWr2oExUwYa,"0GlCo4o05HxdzR4Gj7GKyw,2MGL4XU2LCJC47c7VvSwuE",Stockholm,"Revel Day,Jobii",Stockholm,2020-03-20,285821,24,spotify:user:jockesalokorpi,2020-06-24T14:40:54Z,chill out,0.639,0.559,0,-6.23,0,0.0707,0.0289,2.77E-05,0.126,0.601,140.04,4,39,10 Rotations,,updating soon,updating soon
13OzeF1mbLrYOck71Ad8QU,6CkMMcG6qTvQ8eI9yVjXbF,Lay Me in the Ocean,Blood Red Sun,Old Fashioned,2021-02-12,211655,25,spotify:user:jockesalokorpi,2014-09-04T13:15:47Z,,0.558,0.392,8,-8.496,0,0.0344,0.29,2.47E-05,0.102,0.341,133.884,3,40,10 Rotations,,updating soon,updating soon
2UxUFKb6Fo7zxrjQVNXEGz,6c9mrV72IOeJ5imCUK281g,Shapes of Shadows,Franz Gordon,Shapes of Shadows,2021-01-15,206956,38,spotify:user:jockesalokorpi,2016-11-21T07:38:21Z,background music,0.421,0.00719,7,-24.326,0,0.0352,0.993,0.954,0.102,0.564,66.209,4,40,10 Rotations,,updating soon,updating soon
1NeD4lyRCxG25VIDSN1XKH,5lbM4g6bhxjNX7R5QHP2nD,Gather the Hands,Xavier Rudd,Storm Boy,2018-05-25,306759,0,spotify:user:jockesalokorpi,2022-09-18T08:02:35Z,"australian indie folk,australian reggae fusion",0.345,0.545,3,-11.286,0,0.0757,0.763,0.000399,0.0864,0.27,140.08,5,41,10 Rotations,,updating soon,updating soon
44V6EzbUSYgyfsNiP0FrlA,6eUKZXaKkcviH0Ku9w2n3V,Visiting Hours,Ed Sheeran,Visiting Hours,2021-08-19,215506,70,spotify:user:jockesalokorpi,2015-12-08T16:13:29Z,"pop,uk pop",0.471,0.396,8,-6.654,1,0.0336,0.77,0,0.0729,0.263,149.609,4,42,10 Rotations,,updating soon,updating soon
2KnLkZ3z7PO3kgVGHGqDpD,7n2wHs1TKAczGzO7Dd2rGr,It'll Be Okay,Shawn Mendes,It'll Be Okay,2021-12-01,222800,77,spotify:user:jockesalokorpi,2020-09-21T10:30:34Z,"canadian pop,pop,viral pop",0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,4,43,10 Rotations,,updating soon,updating soon
6IF2P93LkyW4GqDQu1yS7H,"6zDFhpdu4WUVVGTz0JSLMh,47V6nyjOrUR98qv6gkYssI",Here with Me,"Susie Suh,Robot Koch",Here with Me,2014-05-19,238971,54,spotify:user:jockesalokorpi,2021-03-23T15:33:21Z,"acoustic pop,oth indie,wonky",0.582,0.375,1,-13.277,0,0.0329,0.702,0.0631,0.136,0.106,129.909,4,44,10 Rotations,,updating soon,updating soon
4P9MWUFxwQIOXGTyBHcQva,4EzkuveR9pLvDVFNx6foYD,One Life - Acoustic,James Bay,One Life (Acoustic),2022-06-10,199375,39,spotify:user:jockesalokorpi,2017-09-03T11:27:44Z,"neo mellow,pop,uk pop",0.338,0.506,5,-4.39,1,0.0371,0.567,0,0.219,0.461,80.471,4,45,10 Rotations,,updating soon,updating soon
6CC7m07iUQA2oKr2Ky4gRl,6AyATGg7mDgBlZ4N5uNog0,Have A Little Faith In Me,SYML,Have A Little Faith In Me,2022-06-24,197079,63,spotify:user:jockesalokorpi,2021-03-23T15:53:48Z,,0.658,0.283,5,-12.616,1,0.0306,0.865,0.000674,0.119,0.228,155.847,4,46,10 Rotations,,updating soon,updating soon
2RO4aPByijQUqBZhYm1apz,"4Nrd0CtP8txoQhnnlRA6V6,6eUKZXaKkcviH0Ku9w2n3V",Call on me (feat. Ed Sheeran),"Vianney,Ed Sheeran",Call on me (feat. Ed Sheeran),2022-10-07,200706,69,spotify:user:jockesalokorpi,2022-07-19T07:49:11Z,"chanson,french pop,pop,uk pop",0.618,0.66,6,-3.202,1,0.0664,0.116,0,0.0727,0.572,81.023,4,47,10 Rotations,,updating soon,updating soon
3xZMPZQYETEn4hjor3TR1A,4NgNsOXSwIzXlUIJcpnNUp,Angel,Sarah McLachlan,Surfacing,1997-08-29,270400,69,spotify:user:jockesalokorpi,2020-09-15T20:18:49Z,"canadian pop,canadian singer-songwriter,ectofolk,lilith,permanent wave,pop rock",0.532,0.0744,1,-16.092,1,0.0355,0.949,1.22E-05,0.106,0.125,117.131,4,1,10 Forward bending (original class structure),,updating soon,updating soon
6O3PTtK6QphGaNujxaZavx,"3EA9hVIzKfFiQI0Kikz2wo,7Ead768rc4ShGxnqtqccU5",Time To Say Goodbye (Con Te Partiro),"Andrea Bocelli,Sarah Brightman",Stars of Classical Crossover,2015-08-21,247400,0,spotify:user:jockesalokorpi,2013-12-04T17:21:40Z,"classical tenor,italian tenor,operatic pop",0.177,0.462,7,-6.149,1,0.0339,0.908,0.000436,0.103,0.393,173.689,0,2,10 Forward bending (original class structure),,updating soon,updating soon
0HZhYMZOcUzZKSFwPOti6m,7H55rcKCfwqkyDFH9wpKM6,Jar of Hearts,Christina Perri,lovestrong.,2011-05-10,246587,74,spotify:user:jockesalokorpi,2015-03-10T08:23:38Z,pop,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,3,3,10 Forward bending (original class structure),,updating soon,updating soon
3pRaLNL3b8x5uBOcsgvdqM,3nnQpaTvKb5jCQabZefACI,Hallelujah,Jeff Buckley,Grace,1994,413826,71,spotify:user:jockesalokorpi,2017-11-05T13:23:11Z,"melancholia,permanent wave,singer-songwriter",0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,4,4,10 Forward bending (original class structure),,updating soon,updating soon
21JTgoZLDB2F4Fx0uRCmTL,7H55rcKCfwqkyDFH9wpKM6,the lonely,Christina Perri,lovestrong.,2011-05-10,233480,50,spotify:user:jockesalokorpi,2015-03-09T10:01:31Z,pop,0.237,0.269,7,-9.61,0,0.0298,0.573,0.000283,0.101,0.0681,81.256,3,5,10 Forward bending (original class structure),,updating soon,updating soon
7pKfPomDEeI4TPT6EOYjn9,4x1nvY2FN8jxqAFA0DA02H,Imagine - Remastered 2010,John Lennon,Imagine,1971-09-09,187866,79,spotify:user:jockesalokorpi,2017-12-01T10:24:57Z,"beatlesque,classic rock,rock",0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,4,6,10 Forward bending (original class structure),,updating soon,updating soon
0LJrw4m55mJcLB8X2IPwpB,4STHEaNw4mPZ2tzheohgXB,My Valentine,Paul McCartney,Kisses On The Bottom,2012-01-01,194026,46,spotify:user:jockesalokorpi,2020-06-24T14:00:31Z,"beatlesque,classic rock,rock",0.528,0.207,7,-12.18,0,0.0349,0.912,2.46E-05,0.11,0.243,70.306,4,6,10 Forward bending (original class structure),,updating soon,updating soon
6VObnIkLVruX4UVyxWhlqm,4dpARuHxo51G3z768sgnrY,Skyfall,Adele,Skyfall,2012-10-04,286480,80,spotify:user:jockesalokorpi,2013-06-05T07:15:36Z,"british soul,pop,pop soul,uk pop",0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,0,7,10 Forward bending (original class structure),,updating soon,updating soon
0CzeAbfKFnxnWjwo5iYiCG,0WwSkZ7LtFUFjGjMZBMt6T,Brothers In Arms,Dire Straits,Brothers In Arms,1985-05-13,424000,1,spotify:user:jockesalokorpi,2015-11-04T16:12:00Z,"album rock,classic rock,mellow gold,rock",0.413,0.296,8,-13.904,0,0.0277,0.531,0.801,0.183,0.144,79.273,3,8,10 Forward bending (original class structure),,updating soon,updating soon
3ShCJTrnhjvUpL234S4QbJ,"6kIgB5cLdAQ1ctIgs9lrkS,2Sz6ND7gONyvMLhSnOXPa2",Stay,"Shaun Reynolds,Laura Pringle",Stay,2013-01-07,242924,40,spotify:user:jockesalokorpi,2020-09-21T10:29:44Z,"channel pop,viral pop",0.594,0.344,9,-9.602,0,0.0354,0.927,0,0.111,0.32,111.735,4,9,10 Forward bending (original class structure),,updating soon,updating soon
5UzTtUZper0CphnqZYvsIu,00FQb4jTyendYWaN8pK0wa,Young And Beautiful,Lana Del Rey,Young And Beautiful,2013-04-23,236053,0,spotify:user:jockesalokorpi,2018-08-15T14:15:54Z,"art pop,pop",0.319,0.426,11,-8.929,0,0.0382,0.245,8.23E-06,0.108,0.159,114.553,4,10,10 Forward bending (original class structure),,updating soon,updating soon
71D4J8AC7HiMnNPqHP0Mcy,1AZ30JnvQU1pbX6sbRE0Yn,The Beautiful Ones,Poets of the Fall,Lift,2004-09-15,322640,28,spotify:user:jockesalokorpi,2020-06-24T14:17:34Z,finnish alternative rock,0.643,0.243,0,-14.238,1,0.0331,0.853,0.00168,0.0942,0.326,117.089,4,11,10 Forward bending (original class structure),,updating soon,updating soon
3XHrTm6WE2BOHafLwTT3GR,1FWybrAwiSa0zKibdLfZZr,Eyes on Fire,Blue Foundation,Life Of A Ghost,2007-09-24,302826,67,spotify:user:1177076320,2014-09-06T19:23:39Z,dream pop,0.544,0.383,3,-10.143,0,0.0334,0.67,0.00204,0.125,0.367,145.025,3,12,10 Forward bending (original class structure),,updating soon,updating soon
0aSgzAUObtmSSwh1yO6shv,2Sqr0DXoaYABbjBo9HaMkM,Manhattan,Sara Bareilles,The Blessed Unrest,2013-07-16,278546,46,spotify:user:jockesalokorpi,2020-09-10T07:04:15Z,"acoustic pop,lilith,neo mellow,pop rock,post-teen pop",0.415,0.168,9,-12.223,1,0.0404,0.972,0.000585,0.113,0.235,90.321,4,13,10 Forward bending (original class structure),,updating soon,updating soon
219KQPYoy3TDblJ3DCUFz4,73JEBdDEFeVaOLg3y0HhBD,My Skin,Natalie Merchant,Ophelia,1998,332733,41,spotify:user:jockesalokorpi,2019-09-14T04:17:27Z,"ectofolk,folk,lilith,singer-songwriter",0.548,0.176,8,-14.563,1,0.0337,0.854,0.0265,0.0657,0.21,128.947,4,14,10 Forward bending (original class structure),,updating soon,updating soon
5UQGObp0GyFOEnza3RZLX8,3XBxSfCwYIMBzWmJL7ZJ4U,Down,Jason Walker,Jason Walker,2009-09-01,245200,0,spotify:user:jockesalokorpi,2017-11-05T13:23:11Z,viral pop,0.598,0.287,3,-9.218,1,0.0298,0.589,0,0.0981,0.185,143.898,4,15,10 Forward bending (original class structure),,updating soon,updating soon
7fWSIddv6LJG8ZXJFNVQyi,33W1pnW9zScZtYTnAoWnOT,Nothing Really Matters,Mr. Probz,Nothing Really Matters,2014-09-27,222041,0,spotify:user:jockesalokorpi,2019-09-11T10:28:36Z,tropical house,0.404,0.225,4,-8.829,1,0.0363,0.888,0,0.111,0.275,135.075,4,16,10 Forward bending (original class structure),,updating soon,updating soon
2kA0IBd1u0Be6QJE60Ty6F,165ZgPlLkK7bf5bDoFc6Sb,Behind Blue Eyes,Limp Bizkit,Results May Vary (EU Version),2003-01-01,269973,0,spotify:user:jockesalokorpi,2018-09-10T07:13:59Z,"alternative metal,funk metal,nu metal,post-grunge,rap metal,rock",0.587,0.476,7,-6.64,1,0.0265,0.473,0,0.109,0.085,120.268,4,17,10 Forward bending (original class structure),,updating soon,updating soon
